"ID","Type","Name","Documentation","Specialization"
"id-9322f48482f842a394c1b78ea203204b","Artifact","Assessment.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/5. Motivation/Assessment.ajs | Tiefe: 6",""
"id-93d71070fe994708b7536a1251fa88dc","Artifact","log-0.txt.lck","Datei | Pfad: 00-model/00-archimate/00-archimateactive/log-0.txt.lck | Tiefe: 4",""
"id-93f68388037e4a539cf1e730a25cfc69","Artifact","CLE33-xlsx_bpmn_child.py","Datei | Pfad: 01-artifacts/01-scripts/CLE33-xlsx_bpmn_child.py | Tiefe: 3",""
"id-941dfcdf00a8414dac232a4f8640a25e","Artifact","00-master","Ordner | Pfad: 01-artifacts/03-XLSX/00-master | Tiefe: 3",""
"id-946e457346824d9bbe05644b7e1f1f43","Artifact","Technology Service.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/4. Technology & Physical/Technology Service.ajs | Tiefe: 6",""
"id-94ecfd2c7756491a81e8df3018285635","Artifact","Implementation Event.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/6. Implementation & Migration/Implementation Event.ajs | Tiefe: 6",""
"id-95cc4b014c1942f988de9a6e7b965d58","Artifact","M2B00-root_resolve.py","Datei | Pfad: 01-artifacts/01-scripts/M2B00-root_resolve.py | Tiefe: 3",""
"id-96014d17e41f4be291465fdf441a78ec","Artifact","Application Interface.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/3. Application/Application Interface.ajs | Tiefe: 6",""
"id-97a660ffd3584189a577bf61e55a257c","Artifact","CSV01-validate_model.py","Datei | Pfad: 01-artifacts/01-scripts/CSV01-validate_model.py | Tiefe: 3",""
"id-992086bbcfae40358c4b53b9dc0c50db","Artifact","05-reports","Ordner | Pfad: 01-artifacts/05-reports | Tiefe: 2",""
"id-99fc6b24a9db4be0bb8cf555924e7b2b","Artifact","Value.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/5. Motivation/Value.ajs | Tiefe: 6",""
"id-9be0debe417a40578b76cf8d899224b9","Artifact","appearance.json","Datei | Pfad: .obsidian/appearance.json | Tiefe: 2",""
"id-9c37caf7d7754ee187e716b08348e98c","Artifact","Anonymize.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Anonymize.ajs | Tiefe: 4",""
"id-9e6f8e0c35b340289112127c95a17b65","Artifact","Facility.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/4. Technology & Physical/Facility.ajs | Tiefe: 6",""
"id-9ecef4e51753424f9aad5f4073cd2278","Artifact","Specialization Relationship.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/8. Relations/Specialization Relationship.ajs | Tiefe: 6",""
"id-a1e7516ed05d4f049e6990efa56c5952","Artifact","HLP06_backup.py","Datei | Pfad: 01-artifacts/01-scripts/HLP06_backup.py | Tiefe: 3",""
"id-a22a1f00c7ae487fa9d4edf1d7532b5a","Artifact","99-exports","Ordner | Pfad: 01-artifacts/00-xml/99-exports | Tiefe: 3",""
"id-a325926e9be84ed884812fd91a5b187d","Artifact","03-child","Ordner | Pfad: 01-artifacts/03-XLSX/03-child | Tiefe: 3",""
"id-a400b4af68fc4e6794c89ee1861c6a6e","Artifact","01-mapping","Ordner | Pfad: 01-artifacts/00-xml/01-mapping | Tiefe: 3",""
"id-a470a803cbc4459d9a86e11b8f6624b9","Artifact","M2B03-clear.py","Datei | Pfad: 01-artifacts/01-scripts/M2B03-clear.py | Tiefe: 3",""
"id-a4aff880e1ee4f11a6486e8782c89ed4","Artifact","MUNI EA.archimate","Datei | Pfad: 00-model/00-archimate/00-archimateactive/MUNI EA.archimate | Tiefe: 4",""
"id-a55bcdeb9f3e4e05a7ca99e684ec2dc4","Artifact","02-xyvision","Ordner | Pfad: 00-model/02-xyvision | Tiefe: 2",""
"id-a69330d8d4cc4868b93d748b8cabeb7c","Artifact","Plateau.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/6. Implementation & Migration/Plateau.ajs | Tiefe: 6",""
"id-a6a667eda10e4fbfadc2359118753e6a","Artifact","CLE50-stages_all.log","Datei | Pfad: 02-stages/99-logs/CLE50-stages_all.log | Tiefe: 3",""
"id-a7241d6ce0a44374bcf41d414df8858a","Artifact","Business Object.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/2. Business/Business Object.ajs | Tiefe: 6",""
"id-a762109507b848d88ad460b0cd6d712f","Artifact","02-sync","Ordner | Pfad: 01-artifacts/02-csv/02-sync | Tiefe: 3",""
"id-a78bb5fc69f244399a36260c0cb463ac","Artifact","02-stages","Ordner | Pfad: 02-stages | Tiefe: 1",""
"id-a8a37f9a47494af78ad22fc5fd1b358e","Artifact","01-bpmn","Ordner | Pfad: 01-artifacts/05-reports/01-bpmn | Tiefe: 3",""
"id-a8d13cb4d2444cd697a103fde5cebcbe","Artifact","Change type to","Ordner | Pfad: 01-artifacts/01-scripts/examples/Change type to | Tiefe: 4",""
"id-aa4ac2446f084815b9b5a747547426ba","Artifact","Composition Relationship.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/8. Relations/Composition Relationship.ajs | Tiefe: 6",""
"id-aa72c16d3da54da7b0904556a1ea155f","Artifact","Product.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/2. Business/Product.ajs | Tiefe: 6",""
"id-aaed3861ae2a4255aff52b2d2650dee5","Artifact","Technology Process.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/4. Technology & Physical/Technology Process.ajs | Tiefe: 6",""
"id-ac5528ff44dc4f01ace4bd04f2254336","Artifact","02-xychild","Ordner | Pfad: 01-artifacts/02-csv/03-child/02-xychild | Tiefe: 4",""
"id-acdd390331ee4d6d9e98f8444339124d","Artifact","ATL01-masterXml2AtlCsv.py","Datei | Pfad: 01-artifacts/01-scripts/ATL01-masterXml2AtlCsv.py | Tiefe: 3",""
"id-ad9aeb0f09f445168977232fc169fafe","Artifact","HLP07_restore.py","Datei | Pfad: 01-artifacts/01-scripts/HLP07_restore.py | Tiefe: 3",""
"id-ade9220e077b4555a500a6b543988418","Artifact","propmapping.txt","Datei | Pfad: 01-artifacts/03-XLSX/01-mapping/propmapping.txt | Tiefe: 4",""
"id-ae779d4a4efe4d30a1ed6c3a470f2367","Artifact","csvmapping.txt","Datei | Pfad: 01-artifacts/02-csv/01-mapping/csvmapping.txt | Tiefe: 4",""
"id-b029b2e731414916a75a08423347052e","Artifact","Course of Action.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/1. Strategy/Course of Action.ajs | Tiefe: 6",""
"id-b1c6a3315aa6440289ede7d72062b27f","Artifact","Grouping.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/7. Other/Grouping.ajs | Tiefe: 6",""
"id-b3774706380b4c97b5875c8465d1448c","Artifact","child_mapping.txt","Datei | Pfad: 01-artifacts/00-xml/child_mapping.txt | Tiefe: 3",""
"id-b41489f2ad4f49b58443c54edf260044","Artifact","Business Role.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/2. Business/Business Role.ajs | Tiefe: 6",""
"id-b44985a3c3d94e89b3aa1d78dacac286","Artifact","CLE35-xlsx_export.py","Datei | Pfad: 01-artifacts/01-scripts/CLE35-xlsx_export.py | Tiefe: 3",""
"id-b6354aa1cde64915a002c850cb305d30","Artifact","99-exports","Ordner | Pfad: 01-artifacts/02-csv/99-exports | Tiefe: 3",""
"id-b89269c14cd14c9f99fe8399c21a0844","Artifact","webconfig.txt","Datei | Pfad: 01-artifacts/05-reports/webconfig.txt | Tiefe: 3",""
"id-b8c7ceb667054568bfc6233d68e814da","Artifact","Meaning.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/5. Motivation/Meaning.ajs | Tiefe: 6",""
"id-bace642b337143c895971cdd59976249","Artifact","Application Service.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/3. Application/Application Service.ajs | Tiefe: 6",""
"id-bb9e532bc82f488887e280156fc01c1d","Artifact","Application Process.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/3. Application/Application Process.ajs | Tiefe: 6",""
"id-bcaf6f9ab6aa4eb1a5ea4bdd479f656a","Artifact","Material.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/4. Technology & Physical/Material.ajs | Tiefe: 6",""
"id-bd707a2389414b76acbe907309522ad8","Artifact","02-xychild","Ordner | Pfad: 01-artifacts/03-XLSX/03-child/02-xychild | Tiefe: 4",""
"id-bde68fb505894d0586f611decb1435e3","Artifact","Influence Relationship.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/8. Relations/Influence Relationship.ajs | Tiefe: 6",""
"id-be037bd49c6d47f2afb703b534dcdae4","Artifact","Change Concept Type.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change Concept Type.ajs | Tiefe: 4",""
"id-be7a0ee8d1374dad8264bd90c257aa67","Artifact","00-archimatearchive","Ordner | Pfad: 02-stages/00-archimatearchive | Tiefe: 2",""
"id-c1d96564a8774b67b687dd91d7227a2b","Artifact","Application Collaboration.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/3. Application/Application Collaboration.ajs | Tiefe: 6",""
"id-c5e45102c4f0471cbda3a088fb8f44ac","Artifact","Business Event.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/2. Business/Business Event.ajs | Tiefe: 6",""
"id-c69f9d0fc8ca4c25957bba09363bd690","Artifact","Console.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Console.ajs | Tiefe: 4",""
"id-c89a2e93457e409eac789b26e07ce7e9","Artifact","Gap.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/6. Implementation & Migration/Gap.ajs | Tiefe: 6",""
"id-c8ec194c7e1740959792716ab4e26203","Artifact","99-mappingmodel","Ordner | Pfad: 00-model/00-archimate/99-mappingmodel | Tiefe: 3",""
"id-c93319cac7ee4c15a93e1699dd75c789","Artifact","CLE52-stages_bpmn.py","Datei | Pfad: 01-artifacts/01-scripts/CLE52-stages_bpmn.py | Tiefe: 3",""
"id-c98cda8524a34212b7158f89c41cc75a","Artifact","Requirement.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/5. Motivation/Requirement.ajs | Tiefe: 6",""
"id-cab823a961714f3c91ae7658378bc976","Artifact","01-bpmnarchive","Ordner | Pfad: 02-stages/01-bpmnarchive | Tiefe: 2",""
"id-cb18bef97471441d85da7d0a28870b0f","Artifact","myexcel.js","Datei | Pfad: 01-artifacts/01-scripts/examples/lib/myexcel.js | Tiefe: 5",""
"id-cb54f2aadea845ed8f788b1641754529","Artifact","Business Collaboration.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/2. Business/Business Collaboration.ajs | Tiefe: 6",""
"id-cbf5c350c4e84b5a92149824daddeec5","Artifact","M2B02-activate_model.py","Datei | Pfad: 01-artifacts/01-scripts/M2B02-activate_model.py | Tiefe: 3",""
"id-ccd36cf9694c4dcdade5da8c89e670e9","Artifact","CLE40-reports_all.py","Datei | Pfad: 01-artifacts/01-scripts/CLE40-reports_all.py | Tiefe: 3",""
"id-cce897f1d77847a682cf0dcbcdd4d600","Artifact","Location.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/7. Other/Location.ajs | Tiefe: 6",""
"id-ce7f1b31874f4e9cbf48fbaaab9cf3b5","Artifact","Artifact.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/4. Technology & Physical/Artifact.ajs | Tiefe: 6",""
"id-cf35be95754444e9a0637f12ee5baf60","Artifact","R+MUNI - clean.zip","Datei | Pfad: R+MUNI - clean.zip | Tiefe: 1",""
"id-cfd8977bf5424fa48b235cf5631342c4","Artifact","Serving Relationship.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/8. Relations/Serving Relationship.ajs | Tiefe: 6",""
"id-d1e714e523e643fba0d7a5d87ece2ab2","Artifact","CLE15-xml_export.py","Datei | Pfad: 01-artifacts/01-scripts/CLE15-xml_export.py | Tiefe: 3",""
"id-d1fdf6e1c50d448b883582726fa18280","Artifact","FLW00-scriptrunner.py","Datei | Pfad: 01-artifacts/04-flow/FLW00-scriptrunner.py | Tiefe: 3",""
"id-d42322063aec4595a63a0a3bab831b2a","Artifact","Open Model and show Elements in Browser.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Open Model and show Elements in Browser.ajs | Tiefe: 4",""
"id-d4638db8479143c1ac16584e8a339d55","Artifact","XML06-finalize-master.py","Datei | Pfad: 01-artifacts/01-scripts/XML06-finalize-master.py | Tiefe: 3",""
"id-d46ffa19f31744d8a5e9e1c1e41ffc73","Artifact","Representation.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/2. Business/Representation.ajs | Tiefe: 6",""
"id-d47fce1bf5834225be4918ba7ce238f4","Artifact","graph.json","Datei | Pfad: .obsidian/graph.json | Tiefe: 2",""
"id-d4c37cbfd605493cb54e001ddf7296a4","Artifact","Path.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/4. Technology & Physical/Path.ajs | Tiefe: 6",""
"id-d4e84454bbfa43b488101513808a29b8","Artifact","04-import","Ordner | Pfad: 01-artifacts/02-csv/04-import | Tiefe: 3",""
"id-d6e1da3247d04e46bdc2aecc3d74aba0","Artifact","FLW01-discover.py","Datei | Pfad: 01-artifacts/04-flow/FLW01-discover.py | Tiefe: 3",""
"id-d9742cc8bb5f429f99b97c0274376f64","Artifact","Access Relationship.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/8. Relations/Access Relationship.ajs | Tiefe: 6",""
"id-ddc8edf80afb46148d79c16018cddf19","Artifact","Application Component.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/3. Application/Application Component.ajs | Tiefe: 6",""
"id-ded8552cbedc403a99cbf2e1dc3c989a","Artifact","core-plugins.json","Datei | Pfad: .obsidian/core-plugins.json | Tiefe: 2",""
"id-df7e01145c39463ea4514fcda76c6789","Artifact","CLE13-xml_bpmn_child.py","Datei | Pfad: 01-artifacts/01-scripts/CLE13-xml_bpmn_child.py | Tiefe: 3",""
"id-e111d56a15484a1c975f275d369ecac6","Artifact",".gitattributes","Ordner | Pfad: .gitattributes | Tiefe: 1",""
"id-e12fb19d23a740cb9867831a19b0f92e","Artifact","CLE30-xlsx_master.py","Datei | Pfad: 01-artifacts/01-scripts/CLE30-xlsx_master.py | Tiefe: 3",""
"id-e1c7dae850b64f44b7bad974da279980","Artifact","MUNI IMPO.archimate","Datei | Pfad: 00-model/00-archimate/01-archimateactivesub/MUNI IMPO.archimate | Tiefe: 4",""
"id-e1d72550c11b435db2471ca542c4ea1d","Artifact","obsidian-importer","Ordner | Pfad: .obsidian/plugins/obsidian-importer | Tiefe: 3",""
"id-e3dc4a57b8f245158a8da1f361c91125","Artifact","CLE14-xml_import.py","Datei | Pfad: 01-artifacts/01-scripts/CLE14-xml_import.py | Tiefe: 3",""
"id-e605352dd02d4c17a8f7a23805546dc7","Artifact","6. Implementation & Migration","Ordner | Pfad: 01-artifacts/01-scripts/examples/Change type to/6. Implementation & Migration | Tiefe: 5",""
"id-e646d8ec24a44a5ca5df9da95692c7ef","Artifact",".obsidian","Datei | Pfad: .obsidian | Tiefe: 1",""
"id-e6784435f1a741f884f75cfb0c379fbf","Artifact","M2B04-reconcile_enrich.py","Datei | Pfad: 01-artifacts/01-scripts/M2B04-reconcile_enrich.py | Tiefe: 3",""
"id-e6944b62926a4565862dab5d65fb2d07","Artifact","00-bpmnactive","Ordner | Pfad: 00-model/01-bpmn/00-bpmnactive | Tiefe: 3",""
"id-e77b36f88dad4d1c968703724f027b02","Artifact","Export to Excel.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Export to Excel.ajs | Tiefe: 4",""
"id-e82d65643ea648bbb90a53d91a3905c2","Artifact","jA01-Validierung Namen.ajs","Datei | Pfad: 01-artifacts/01-scripts/jA01-Validierung Namen.ajs | Tiefe: 3",""
"id-e8af19d9ef8b4a74879d08d40294bec1","Artifact","HLP03_clean.py","Datei | Pfad: 01-artifacts/01-scripts/HLP03_clean.py | Tiefe: 3",""
"id-e994655ccf614103a53b9afd00438517","Artifact","New Model with Elements and Relationship.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/New Model with Elements and Relationship.ajs | Tiefe: 4",""
"id-ebdc31e62f0c4b37827df34c9f24fcb1","Artifact","Business Actor.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/2. Business/Business Actor.ajs | Tiefe: 6",""
"id-edeb3d8aeb464117b83e70a23e348e09","Artifact","99-bpmnMUNI","Ordner | Pfad: 00-model/01-bpmn/99-bpmnMUNI | Tiefe: 3",""
"id-ee07114a93554ce28e39cb45cadefe7a","Artifact","mastercsvmapping.txt","Datei | Pfad: 01-artifacts/00-xml/01-mapping/mastercsvmapping.txt | Tiefe: 4",""
"id-ee6be8805ff840e485a54fc44b955062","Artifact","Create Views and Visual Objects.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Create Views and Visual Objects.ajs | Tiefe: 4",""
"id-eec7293c2479470aba0bf914203fa872","Artifact","5. Motivation","Ordner | Pfad: 01-artifacts/01-scripts/examples/Change type to/5. Motivation | Tiefe: 5",""
"id-efc6f9d379014b7d9ff80342b9276440","Artifact","Business Function.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/2. Business/Business Function.ajs | Tiefe: 6",""
"id-f104be8fe3ad47e6b2dfd46ecd0fc79f","Artifact","00-xml","Ordner | Pfad: 01-artifacts/00-xml | Tiefe: 2",""
"id-f1dd3b97ae344f74975aa86054c26d05","Artifact","Assignment Relationship.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/8. Relations/Assignment Relationship.ajs | Tiefe: 6",""
"id-f21ccc236aad41faad72fbdd2173ce5d","Artifact","01-mapping","Ordner | Pfad: 01-artifacts/02-csv/01-mapping | Tiefe: 3",""
"id-f28922ed1a154dd7bef08d2aa87e138d","Artifact","CLE00-resolve_root.py","Datei | Pfad: 01-artifacts/01-scripts/CLE00-resolve_root.py | Tiefe: 3",""
"id-f31068c458bd454090a801ab20221bed","Artifact","7. Other","Ordner | Pfad: 01-artifacts/01-scripts/examples/Change type to/7. Other | Tiefe: 5",""
"id-f372f47361e5458681b2ff6ef2b3bb27","Artifact","XML01-collect_sources.py","Datei | Pfad: 01-artifacts/01-scripts/XML01-collect_sources.py | Tiefe: 3",""
"id-f50d839587224588aec0dbafa8a68f9a","Artifact","M2Bmapping.txt","Datei | Pfad: 01-artifacts/00-xml/01-mapping/M2Bmapping.txt | Tiefe: 4",""
"id-f5b256d92ab44412b81ec314d2272d13","Artifact","CSV99-export_snapshot.py","Datei | Pfad: 01-artifacts/01-scripts/CSV99-export_snapshot.py | Tiefe: 3",""
"id-f5da88245054407ebd041666f44f45f4","Artifact","Communication Network.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/4. Technology & Physical/Communication Network.ajs | Tiefe: 6",""
"id-f6f087bc2b4743929592506680ff9afb","Artifact","Data Object.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/3. Application/Data Object.ajs | Tiefe: 6",""
"id-f72afa8ac8e14d1181681ce9ddef64d5","Artifact","Flow Relationship.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/8. Relations/Flow Relationship.ajs | Tiefe: 6",""
"id-f7caca1ba9854f7392bfe92b0c771fab","Artifact","CLE11-xml_all_childs.py","Datei | Pfad: 01-artifacts/01-scripts/CLE11-xml_all_childs.py | Tiefe: 3",""
"id-f90b927dd475405c9886bd6eb4a82d52","Artifact","M2B01-master_extract.py","Datei | Pfad: 01-artifacts/01-scripts/M2B01-master_extract.py | Tiefe: 3",""
"id-f9787112b8cf4854b6580c9c3f5166ee","Artifact","Resource.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/1. Strategy/Resource.ajs | Tiefe: 6",""
"id-faf4aaa9b6ce454d811983cac60deab5","Artifact","XML07-cleanup-artifacts.py","Datei | Pfad: 01-artifacts/01-scripts/XML07-cleanup-artifacts.py | Tiefe: 3",""
"id-fb74c0799f6845a9b5d18699ed0f46a7","Artifact","00-archimateactive","Ordner | Pfad: 00-model/00-archimate/00-archimateactive | Tiefe: 3",""
"id-fb86d10f58b54ac695ddee2856f060ff","Artifact","99-exports","Ordner | Pfad: 01-artifacts/03-XLSX/99-exports | Tiefe: 3",""
"id-fbbfefe21d8447a6be836ee204eed357","Artifact","properties.csv","Datei | Pfad: 01-artifacts/02-csv/04-import/properties.csv | Tiefe: 4",""
"id-fc486e8f4f8b49b09c31fcc88278eab0","Artifact","CLE22-csv_archimate_child.py","Datei | Pfad: 01-artifacts/01-scripts/CLE22-csv_archimate_child.py | Tiefe: 3",""
"id-fffefcc5a8f34425bcbfdbf0bcf6fbbf","Artifact","Value Stream.ajs","Datei | Pfad: 01-artifacts/01-scripts/examples/Change type to/1. Strategy/Value Stream.ajs | Tiefe: 6",""
