ID,Type,Name,Documentation,Source,Target,Specialization
id-43008acaf58148cfaa823b70783ac998,AggregationRelationship,,,id-f63fc1f49d204c4aa6ca6f55d5c2ac81,id-30cb53d4d36146329c2870e9e531e4e5,
id-d7e218de9c874511ba3290304997e6d2,AggregationRelationship,,,id-630e4b7e9d314e3998628d79704ec863,id-9901256f206d4cba8c9a2204a0ea60bd,
id-ba8cd750287e416a9480d1a0e41c9948,AggregationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-b7574a7b092d46198ea3e5d46cdf334f,
id-4d3e082f62874d03b20062adfa43999f,AggregationRelationship,,,id-622f124f00884a1f87cb0bb7fb53383e,id-7af8774ec9f4495daa4ab25210ca787f,
id-8a4378851d10448fb3a8a1c3ae5bce12,AggregationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-f63fc1f49d204c4aa6ca6f55d5c2ac81,
id-0d825efce5104bd2849c19f0592a49f5,AggregationRelationship,,,id-622f124f00884a1f87cb0bb7fb53383e,id-89342a51a5104ca29696b1658adb1653,
id-200e2f85d6ae4d5e872d30e05f39feb9,AggregationRelationship,,,id-9901256f206d4cba8c9a2204a0ea60bd,id-71cb3ab136a04237a86fa2a937d756c3,
id-1a54f60e618441f0a4f41c2f4f67af72,AggregationRelationship,,,id-a323307c60964671bbe70e7c1b867da8,id-5c2cbb3e91bd4e78ab19b506b0976031,
id-748992b0c5b142b8ba1d4403caffe9e5,AggregationRelationship,,,id-622f124f00884a1f87cb0bb7fb53383e,id-a4f6528d4de5411fbda054cc02c4d1c5,
id-661450e2b682434db6b35f3adb94f212,AggregationRelationship,,,id-14aff2297b7548b5858ee5fade72e911,id-16fad6daceea4c25afbd63a22036a05c,
id-5080b9bec315466b808f7903fa8d484c,AggregationRelationship,,,id-bc547ea6e9ab412aacb7071d2e374229,id-2cb395e548a540c8baae3f899f7ecde5,
id-1df5e273e8894f7c9ef463db5cbaecdd,AggregationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-8bb1ba815b334d1a86188f4848e29de4,
id-b8db3b47f4b747c5b2b250efb4059288,AggregationRelationship,,,id-8e14f139525542bba359e6a616155c2d,id-431fcd20fc54416c92b0dec9c56b2696,
id-0d3c241f989b472ca02ab99ce6e6d7f9,AggregationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-18dd7ab2be8d4c54a94a9fc3ae39223b,
id-53dfc005442f4398a348c565a1a1fd77,AggregationRelationship,,,id-8e14f139525542bba359e6a616155c2d,id-44703bb8c25a4bc7b970e3569258c4b6,
id-48f55bb44fcf4865b65d0caf6a18c4fc,AggregationRelationship,,,id-630e4b7e9d314e3998628d79704ec863,id-fb78bb528d4e433cb5e8e4f4a2b29a5f,
id-72002a6f58e34e669e2eaf5ea1ff5dae,AggregationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-1a3a87ff11bb4664b11e3b04b41be2fc,
id-a058fed055a740e3a5bf2464d2ce8595,AggregationRelationship,,,id-630e4b7e9d314e3998628d79704ec863,id-6abe85a8d6aa4de8974138c5b4bb4e0c,
id-411e0fb51eee4677b2259f614f7e4631,AggregationRelationship,,,id-fb78bb528d4e433cb5e8e4f4a2b29a5f,id-c3fadf01b1f4402badad30cdcaa327e4,
id-6452ce772f1e43ca9b5057b0a294c5a1,AggregationRelationship,,,id-622f124f00884a1f87cb0bb7fb53383e,id-ec4f2128d31d471e8e53aa6f61f4d1bf,
id-c8226f628c91428da2c530d990ac4652,AggregationRelationship,,,id-f63fc1f49d204c4aa6ca6f55d5c2ac81,id-6e5c0dfb3096468ca6fbe4e045d8e9e1,
id-bc720484d856426f98ca4f05af93eda3,AggregationRelationship,,,id-993d7651ca474aecb5dcec2b1f3f12c2,id-2533c44b0a984e66b8abda40f4a75b6e,
id-23aedf91d274416db4a87f8de6c39e7b,AggregationRelationship,,,id-06b685dca8a644b7a134c186b5cd5cb0,id-8e14f139525542bba359e6a616155c2d,
id-1b08e40c282e4be988157ac362cfa59d,AggregationRelationship,,,id-a4f6528d4de5411fbda054cc02c4d1c5,id-6dfc245ddadc4c938965406ff39dca19,
id-234352963b56499c97c63fa95c2083d5,AggregationRelationship,,,id-cb24c209dba2492b86d41b7665a66a42,id-3d6fde8a819246a19f3f024a67b67a6f,
id-fc06448f0e224f0d835af4a4713cdd06,AggregationRelationship,,,id-19a088fae4cd4498a10b5ed26855c8b6,id-a34f55d257234f7fa20f14845586b3a5,
id-6b0ea8c41147457f85b8edd403929409,AggregationRelationship,,,id-993d7651ca474aecb5dcec2b1f3f12c2,id-9e056f29d0ef414cb59e97e0dddd26bd,
id-bf77a211089f41c58180b3de475ec907,AggregationRelationship,,,id-5c2cbb3e91bd4e78ab19b506b0976031,id-e269c4e7c8ae4ebab59f6c3343ffdace,
id-22bf5ca7b1584e889c1e7ac8b8b356e6,AggregationRelationship,,,id-19a088fae4cd4498a10b5ed26855c8b6,id-dad2065546e444a4904e6c70cb2f32e3,
id-8370fb044bc046fea1c2476433572bd6,AggregationRelationship,,,id-bc547ea6e9ab412aacb7071d2e374229,id-e558094782ed4d08bbc31b83cf044e20,
id-c02ccb49e6054993a889cc7c483cd2a1,AggregationRelationship,,,id-8bb1ba815b334d1a86188f4848e29de4,id-08ebdb53c6424e198e2420265f77df9d,
id-4c7fe83e1afb4529872424d4c0fd8803,AggregationRelationship,,,id-993d7651ca474aecb5dcec2b1f3f12c2,id-88dd36e30889463bb8a9837d12636ecb,
id-b15c1bb9778847588b48a4ad0cdcedaa,AggregationRelationship,,,id-fb78bb528d4e433cb5e8e4f4a2b29a5f,id-0b1e96ecea35425da1cebdd44c3a51d6,
id-f54ab307cc5f48449bc3b4443db463b7,AggregationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-14aff2297b7548b5858ee5fade72e911,
id-1dd1241afdb448ccbc56e44da63b1b54,AggregationRelationship,,,id-14aff2297b7548b5858ee5fade72e911,id-03daec5d29bd4b189ca2a5496252e5b7,
id-738c590b7eeb4cb6a4a8286c8677d486,AggregationRelationship,,,id-a323307c60964671bbe70e7c1b867da8,id-8b2217d22dd543e6b53af478d13e476e,
id-bf3d42d842fe4c389cd54c24406ab32f,AggregationRelationship,,,id-8e14f139525542bba359e6a616155c2d,id-7059aaa0f076480895a2b1eb11b98689,
id-42fc8d4970844a2da8043fbcb76dcb59,AggregationRelationship,,,id-cb24c209dba2492b86d41b7665a66a42,id-58e6c8520ade4c84ba5cbdbe1a58dbfc,
id-389cb0c423664913817699232c065696,AggregationRelationship,,,id-8e14f139525542bba359e6a616155c2d,id-ff54c1a6e5c64e378bcebcc23e415d35,
id-6c98af3243334932b6408d3d8d5eaf01,AggregationRelationship,,,id-5c2cbb3e91bd4e78ab19b506b0976031,id-3b6821ab5c624a91be21e0275aa69b4b,
id-c44fefa2c47f46b387585133d4997132,AggregationRelationship,,,id-19a088fae4cd4498a10b5ed26855c8b6,id-eb3bb263bb9f41fc89cee68944165a94,
id-186aa828ca6d4ca18f58fb7e7c71ab56,AggregationRelationship,,,id-9901256f206d4cba8c9a2204a0ea60bd,id-086beea937e649459cae69d0a8f9c442,
id-a3fe0bd8bba245818d42126c8baea4f7,AggregationRelationship,,,id-8bb1ba815b334d1a86188f4848e29de4,id-45bf382fdad848809c5342a8e77057b0,
id-cd908ded41744d92b8f2b990e277ae1c,AggregationRelationship,,,id-06b685dca8a644b7a134c186b5cd5cb0,id-622f124f00884a1f87cb0bb7fb53383e,
id-b128ccf37467459aad73086cf781a6a8,AggregationRelationship,,,id-5c2cbb3e91bd4e78ab19b506b0976031,id-afc66898b347400e922f0b5b730be0ba,
id-790dfb05dba54f8ab9778416bf1fb747,AggregationRelationship,,,id-06b685dca8a644b7a134c186b5cd5cb0,id-a323307c60964671bbe70e7c1b867da8,
id-75d213946bcb4a3fa2fe6411bae28669,AggregationRelationship,,,id-06b685dca8a644b7a134c186b5cd5cb0,id-cb24c209dba2492b86d41b7665a66a42,
id-fa31308c4c0940d8929d00eaa34bd884,AggregationRelationship,,,id-bc547ea6e9ab412aacb7071d2e374229,id-b593c22f709947638b16e64add7e990d,
id-b3021f1ce3f64437a236007a448e792e,AggregationRelationship,,,id-14aff2297b7548b5858ee5fade72e911,id-255642a3db4b4ab0b6f00c0fde9ca65d,
id-edca764f31714f47bf9b7a9f6d318547,AggregationRelationship,,,id-cb24c209dba2492b86d41b7665a66a42,id-4f443466e6e3409eabb5aaf5085c79f3,
id-7afb4096598747ac8c3e86db8b18aa36,AggregationRelationship,,,id-a4f6528d4de5411fbda054cc02c4d1c5,id-9905bdf7d77140c4a931348041ad07ba,
id-2cb3705bcc20415ba27900a9fb0780c0,AggregationRelationship,,,id-a323307c60964671bbe70e7c1b867da8,id-1a6d3525d5054a8c96ec18a7e1da0281,
id-e7ae8219d5ff49d19b84b7975f60a7e5,AggregationRelationship,,,id-622f124f00884a1f87cb0bb7fb53383e,id-235277fdf03a4e19956e2776c10b8773,
id-91e9e795b97a4e0f82ccc74231d71eb7,AggregationRelationship,,,id-9901256f206d4cba8c9a2204a0ea60bd,id-8e41f059f8f34d94acdc809d4f23ada4,
id-08993d8f6a394651b1630aab481b785f,AggregationRelationship,,,id-f63fc1f49d204c4aa6ca6f55d5c2ac81,id-9018378080544ceabdbe43683aa6df2d,
id-a2a9af10a9df43cdade38e38ebc0c0a5,AggregationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-06b685dca8a644b7a134c186b5cd5cb0,
id-6f76d6997c334203b4eca7d36922c1f4,AggregationRelationship,,,id-a323307c60964671bbe70e7c1b867da8,id-41499844342c49a1a59cd4aabbd7cafc,
id-c11b4bfe48af4a42b960c12508e4ef04,AggregationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-630e4b7e9d314e3998628d79704ec863,
id-8283ecc1f16b4ccaaa8efa8708668b3c,AggregationRelationship,,,id-bc547ea6e9ab412aacb7071d2e374229,id-c4596a07c5504e4c85fa0427ef712b58,
id-cd59566269fd410ab7f46a188919c001,AggregationRelationship,,,id-8bb1ba815b334d1a86188f4848e29de4,id-c846f48a16ec4ad4a3715ced1331a677,
id-f7c0b3aded194622a123c7009965ca16,AggregationRelationship,,,id-8bb1ba815b334d1a86188f4848e29de4,id-62ce4ccfc17a4262923120c1dbd89759,
id-ca5c9b2b0a2a4de09e93b2153919a10b,AggregationRelationship,,,id-14aff2297b7548b5858ee5fade72e911,id-00cf324bb2fa4fc5aa96f88a0f152c35,
id-0473b76b58f343fabf3b04a1eb49e5a1,AggregationRelationship,,,id-06b685dca8a644b7a134c186b5cd5cb0,id-906e905892e548608de51d46d11c0cdb,
id-8bc5b7ca45a0458198329b50c98af1e6,AggregationRelationship,,,id-906e905892e548608de51d46d11c0cdb,id-496d58d10a3f4d27aa4268e7fc43efa0,
id-a6b8233756e642ea8028bce34c1dc970,AggregationRelationship,,,id-8e14f139525542bba359e6a616155c2d,id-5d5d90ce47c34d09840050513c9ae419,
id-71125137de604d1bbb55f11a7cd49de8,AssociationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-2436b167f3ec4b67a35751057032ea4e,
id-81b8f4b7d0c54f3ba376dfe9872eac37,AssociationRelationship,,,id-906e905892e548608de51d46d11c0cdb,id-57aabc37640641ed978372ba1a0e9d73,
id-0db84a645b3e4863be00975b7b48381e,AssociationRelationship,,,id-71cb3ab136a04237a86fa2a937d756c3,id-c03f953b205848ba8f11b62529937975,
id-bfbea1e2579d4267b12525bb7e754f3d,AssociationRelationship,,,id-c2cefd64e90346c182ad23c43ede76fd,id-6e5c0dfb3096468ca6fbe4e045d8e9e1,
id-e133d44f1dce468781602eaa288ad800,AssociationRelationship,,,id-44703bb8c25a4bc7b970e3569258c4b6,id-19a088fae4cd4498a10b5ed26855c8b6,
id-757b408f7b164eed93c48297928ab517,AssociationRelationship,,,id-a4f6528d4de5411fbda054cc02c4d1c5,id-da31b582c0d34ac1b8f24a4916a855f7,
id-219f19888f7c4f528530cdd7d7befe52,AssociationRelationship,,,id-906e905892e548608de51d46d11c0cdb,id-05b984b42a2341f9b9ef629cbcfba788,
id-a8c8164060bd4cc3abe1f2d90930d7ee,AssociationRelationship,,,id-9905bdf7d77140c4a931348041ad07ba,id-bc547ea6e9ab412aacb7071d2e374229,
id-7b914ed5f5a54f0faf656fac5a22da96,AssociationRelationship,,,id-2533c44b0a984e66b8abda40f4a75b6e,id-ca7bd9aef88a4fe9804f4d7f5d04870e,
id-940df37830a14a41a05e76e7fcc3f779,AssociationRelationship,,,id-235277fdf03a4e19956e2776c10b8773,id-cba39da599364508b76fbeaa30fc52f8,
id-8f994742185b4d169feecddce16f4430,AssociationRelationship,,,id-086beea937e649459cae69d0a8f9c442,id-92fece2374424122bd2c37707254a3e6,
id-f9c5f54dc5b54e05a01b3f75b8527642,AssociationRelationship,,,id-906e905892e548608de51d46d11c0cdb,id-07f6a1ba20284089a07feedb889ebf0a,
id-8a47a643bc0d4208964211e1330ccf2b,AssociationRelationship,,,id-6dfc245ddadc4c938965406ff39dca19,id-693021fa584d4c6898fdad8daa807658,
id-b467ac729b034c2fbb61e767ef03b2db,AssociationRelationship,,,id-206eef35195c44a7bf2f4326ac2f2d37,id-8b2217d22dd543e6b53af478d13e476e,
id-418e8452c9014a64813e1b360c0b2589,AssociationRelationship,,,id-de25f48ad4ec478d9b2bc32cefe7e748,id-ff54c1a6e5c64e378bcebcc23e415d35,
id-488584ce19dd4c718eec0e5fce8de2cc,AssociationRelationship,,,id-25b12bd718974485b7ce4842d091dc58,id-8b2217d22dd543e6b53af478d13e476e,
id-fed5ea55f11f444fabe42d6a3e7bbf3f,AssociationRelationship,,,id-0b1e96ecea35425da1cebdd44c3a51d6,id-8919a7825ffa47fd8fd8e1c66621cd6b,
id-b396ed1fd8ab47509a5552ee25b06415,AssociationRelationship,,,id-06b685dca8a644b7a134c186b5cd5cb0,id-c5ed512bbd0449128f0158fa32312d3c,
id-1c055c536c25406bba37c686a42c264d,AssociationRelationship,,,id-431fcd20fc54416c92b0dec9c56b2696,id-19a088fae4cd4498a10b5ed26855c8b6,
id-5523dfd108ad403680e6f686cd8a39ee,AssociationRelationship,,,id-41499844342c49a1a59cd4aabbd7cafc,id-89dc358011344d50a2a3f6678c60c9a6,
id-b0780595fc2549309ddb96c8d86ab7c7,AssociationRelationship,,,id-9e056f29d0ef414cb59e97e0dddd26bd,id-19a088fae4cd4498a10b5ed26855c8b6,
id-5c7ad0ebfd2642409b3dcc0b8fe2da0a,AssociationRelationship,,,id-5020d1ea7b3e402da7f0b518307db998,id-8bb1ba815b334d1a86188f4848e29de4,
id-e3aba57c48bb4e418929b3ef7136cfe0,AssociationRelationship,,,id-7059aaa0f076480895a2b1eb11b98689,id-19a088fae4cd4498a10b5ed26855c8b6,
id-16475aaeea7e4d49ba9adba801700219,AssociationRelationship,,,id-b41115294b6f491ca603d213a9e71576,id-9018378080544ceabdbe43683aa6df2d,
id-5919e06172ca427cb37113d0d8600dfa,AssociationRelationship,,,id-89342a51a5104ca29696b1658adb1653,id-9c05bd6a1dc143a798e925b1607a4ad1,
id-dc2929797d2747149d55be0b4ec5cbaf,AssociationRelationship,,,id-ff54c1a6e5c64e378bcebcc23e415d35,id-22c3a349e29c4b97bc1932a09440a28d,
id-68f052f4e2944e1982871d1d00402512,AssociationRelationship,,,id-c5ed512bbd0449128f0158fa32312d3c,id-ab375f1a7ba0476dbe2094bb119ad2e5,
id-49730b798fbf475d949f789fd49df9f9,AssociationRelationship,,,id-03daec5d29bd4b189ca2a5496252e5b7,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-69f97637ae3347fda12fc89d80335a12,AssociationRelationship,,,id-16fad6daceea4c25afbd63a22036a05c,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-ca08e0b0452043a08a3a012cc70513f9,AssociationRelationship,,,id-255642a3db4b4ab0b6f00c0fde9ca65d,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-780003783121400aa43c0982786b4043,AssociationRelationship,,,id-00cf324bb2fa4fc5aa96f88a0f152c35,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-d138aefed4334fb0bdf516b3b9f6ee9f,AssociationRelationship,,,id-89342a51a5104ca29696b1658adb1653,id-3cfcb6ce914841a79c9cbfc32cea687e,
id-67c1ad44c3f54979be517f67546d9a25,AssociationRelationship,,,id-89342a51a5104ca29696b1658adb1653,id-749de06e628149bca3c07646c9e01cdf,
id-f121110c4f924298a81165e6cf3d46ae,AssociationRelationship,,,id-89342a51a5104ca29696b1658adb1653,id-ba3835bdf6f6492697320b465a758b2b,
id-db7b4f27db2e4c388591e53070d67e77,AssociationRelationship,,,id-89342a51a5104ca29696b1658adb1653,id-68c8f9bd497a475790981bfb85e580f8,
id-b453fffb3c914ec4abb4dafc855ae31a,AssociationRelationship,,,id-7af8774ec9f4495daa4ab25210ca787f,id-fab26a3251aa4bb5bd784ca77eeda6d4,
id-9936caf07e664196971a363e72c6cad4,AssociationRelationship,,,id-7af8774ec9f4495daa4ab25210ca787f,id-a7f79b7496304c3783f0d57385a30cdc,
id-cabece576ab94abdbafe2e282ea5fd19,AssociationRelationship,,,id-906e905892e548608de51d46d11c0cdb,id-c29221a788c649f1bd00de92cae5b55f,
id-da9f7f6c4d4d4844807f906e2291fd59,AssociationRelationship,,,id-3f93e67e61e5441f900e03e6c37d4af3,id-906e905892e548608de51d46d11c0cdb,
id-9f5c73a14e64438e97ff5662cfb62a8f,AssociationRelationship,,,id-496d58d10a3f4d27aa4268e7fc43efa0,id-de59190d08084a388e565d0d8011eb0b,
id-35cbc50b9683434a8bf40bc6b097b67c,AssociationRelationship,,,id-5d5d90ce47c34d09840050513c9ae419,id-c83dfb24eb1d4639b61860d7c95b0053,
id-aa2efaadbd5c45a7bb5d178387979190,RealizationRelationship,,,id-e476f1042d744a579f68152ae06aedf0,id-9f1d90d506484706b90555fe3ee7d6e2,
id-b7a7f3cd78294ff0b39080d5833aefd4,SpecializationRelationship,,,id-3431625e8daa424b9f089c21d4ea6049,id-1393ce3e12f1498eb06cbefe32f0be91,
id-65da7012c55d40ac883fa8721ea7b66a,SpecializationRelationship,,,id-8d6586a812d04fa9aa1e0e646e1fd239,id-1393ce3e12f1498eb06cbefe32f0be91,
id-5135309ad8ad40de8362058f7c53fc7d,SpecializationRelationship,,,id-5e398e49cb0a4fbd889849a7e7c272c6,id-1393ce3e12f1498eb06cbefe32f0be91,
id-fe5472e12acc4c1693fc3da9ae608a4a,SpecializationRelationship,,,id-208c84ba2c9e49caacd4c1f947b3de61,id-05b984b42a2341f9b9ef629cbcfba788,
id-6a8f1bd5d69447e7968a74586f788753,SpecializationRelationship,,,id-5728e0a79ca1472f8c31640237180e77,id-05b984b42a2341f9b9ef629cbcfba788,
id-5b227cf2d22243c3bf6f421118c3b066,SpecializationRelationship,,,id-44d81207b1844b3e859aa0f1be6c88d0,id-57aabc37640641ed978372ba1a0e9d73,
id-ba140fd958634f8da71e91a03301d480,SpecializationRelationship,,,id-2e997ebf75a5429888b81725f8b48189,id-05b984b42a2341f9b9ef629cbcfba788,
id-88774e682b3b4e58928c987d7255fd33,SpecializationRelationship,,,id-cc0af84e8e3f45e09c319a91a32ec897,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-0bfa6d343b584e46a50e1d204ab737ac,SpecializationRelationship,,,id-06c671c503a54f5f943a7c7b981fbfd8,id-16ba8f76d2e14f9b86e9ca9dc56e30ee,
id-3d710e90dc2f4aaf8eb28ce9c5cb9a29,SpecializationRelationship,,,id-bafb66f26ac3434a8b1aeeac670afc87,id-07f6a1ba20284089a07feedb889ebf0a,
id-0cf76cfc020042119d24f38b888ed02a,SpecializationRelationship,,,id-9584aebb4c6a4270908b1ee5a03b4ba4,id-07f6a1ba20284089a07feedb889ebf0a,
id-079ad053e6504b118101be4acbc65a05,SpecializationRelationship,,,id-6e618946a8bc44149ff1c3572980d947,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-9eb2df047e244a938fb4f295bd693f6e,SpecializationRelationship,,,id-5cdf108963b342f38e87199b80fa08ca,id-07f6a1ba20284089a07feedb889ebf0a,
id-96290718281841b3994f236c9c731daf,SpecializationRelationship,,,id-989ed20da8e54aecb948b8aee2262c81,id-07f6a1ba20284089a07feedb889ebf0a,
id-fa8ceceb2da9483ab5b9458a89eb10d7,SpecializationRelationship,,,id-baa4841b6dd8418f9c024f861d47bf59,id-05b984b42a2341f9b9ef629cbcfba788,
id-875e59f5edc34ed2b553ddfc7d296e42,SpecializationRelationship,,,id-29eaadf1d85e49719d9da65fe742641b,id-07f6a1ba20284089a07feedb889ebf0a,
id-d347be1eaa5c4211a39033b7c2627c99,SpecializationRelationship,,,id-a11bb4e82514467e8045cbb18a511b79,id-57aabc37640641ed978372ba1a0e9d73,
id-ed52afb29eae43ec8452d187ade70ade,SpecializationRelationship,,,id-16ba8f76d2e14f9b86e9ca9dc56e30ee,id-ab375f1a7ba0476dbe2094bb119ad2e5,
id-ba156db0e66c4b7ead2fd0898682e69b,SpecializationRelationship,,,id-ba91148db6b64ee89c4833158f88db42,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-2a341d1a9be14dcc8352aace0495e046,SpecializationRelationship,,,id-c46b9c924da746e0a0dbc369a466e093,id-07f6a1ba20284089a07feedb889ebf0a,
id-17f93c049f9f487190169161e95a3154,SpecializationRelationship,,,id-dffac2aa7bc9470890066b2945899e8d,id-57aabc37640641ed978372ba1a0e9d73,
id-7e4f7c509d9943f4b89e813b9b52ae2c,SpecializationRelationship,,,id-f4fa780a9ba6490c912ce5ce953525f1,id-05b984b42a2341f9b9ef629cbcfba788,
id-4595eca578ee44d8a41e75e25735f4a6,SpecializationRelationship,,,id-f0a5754f797c44acbcef4a3c321f5998,id-05b984b42a2341f9b9ef629cbcfba788,
id-0802bc6c34174714af0f1167db776891,SpecializationRelationship,,,id-06c671c503a54f5f943a7c7b981fbfd8,id-ab375f1a7ba0476dbe2094bb119ad2e5,
id-b03a2ce9e7ea46038ff0c74f74ed2173,SpecializationRelationship,,,id-8ec264da9f034c63af7d1bb8d7172d8e,id-05b984b42a2341f9b9ef629cbcfba788,
id-51840d6a5b104f589006baac5028f173,SpecializationRelationship,,,id-ccb6bc9d07ea4899a1554fdf65258062,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-e97021a27b594cd0a0ef315be3095607,SpecializationRelationship,,,id-f92597e4cb0b46dabba8381bde32c807,id-de59190d08084a388e565d0d8011eb0b,
id-0d9b9395bc9d43d69eba5a2fb245f199,SpecializationRelationship,,,id-a80d55857aad43578201aa49fdf50065,id-07f6a1ba20284089a07feedb889ebf0a,
id-3426ee7894484f79afe6dced5b1e6ce0,SpecializationRelationship,,,id-e010123cc6e847569d15066b4b32cb73,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-1c86e6dd030f4bb4bf1657f1715bff7f,SpecializationRelationship,,,id-4f7f12b4330c484394ce962bad0eeeb1,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-6988b48b26dd4e4492dfffd97ec228e3,SpecializationRelationship,,,id-094cdbbde88247b6aeaa20d271264ede,id-05b984b42a2341f9b9ef629cbcfba788,
id-2cb10d53895f41b193ef512f9ebc425b,SpecializationRelationship,,,id-e0191ed72d4042b39a9ef304f6881ead,id-05b984b42a2341f9b9ef629cbcfba788,
id-d42b98bcaf9e4e8ea29d3fe6ad2d1cbc,SpecializationRelationship,,,id-2f0815725ac34ea8835d7d96a8c1335b,id-57aabc37640641ed978372ba1a0e9d73,
id-a5ebbf22c4134b6a9f9a70fc05b098c8,SpecializationRelationship,,,id-0699461668eb4216b62dec82887521bd,id-05b984b42a2341f9b9ef629cbcfba788,
id-39bb330ad1c446a89d1c9ad4e18bac58,SpecializationRelationship,,,id-c5af2c3deaf14fc3bd0be93b918dc798,id-57aabc37640641ed978372ba1a0e9d73,
id-f0ca217861f042ddad35946638e4c9f8,SpecializationRelationship,,,id-7e81ae44cbc145d38fc4bca88fbcda3a,id-05b984b42a2341f9b9ef629cbcfba788,
id-d909bfc1c4a64f73ada30bb4a2f5f11c,SpecializationRelationship,,,id-dfcff32751de454ab2382bb00d0fa817,id-07f6a1ba20284089a07feedb889ebf0a,
id-784f2f80a8f24b3288bd4a73a396ac65,SpecializationRelationship,,,id-33cec84cb4254f1e9c808176cfde8436,id-c191a3f8e5674f70b8f6292c2f7a5eb5,
id-0b8c29d6b55d46bcafb229f0752f2404,SpecializationRelationship,,,id-173180eb82994f94a2f32c9acbfdabdd,id-ab375f1a7ba0476dbe2094bb119ad2e5,
id-8f8926a641ce4dcd8972c2cd1e4f8a6a,SpecializationRelationship,,,id-a67dbd1efb464154975322222a5bd8cd,id-ab375f1a7ba0476dbe2094bb119ad2e5,
